Gene_length	Strand	Gene_name	Ensembl_gene	Gene_biotype
754	+	AL445669.1	ENSG00000230116	processed_pseudogene
62271	-	PHTF1	ENSG00000116793	protein_coding
1793	+	EIF4BP2	ENSG00000228753	processed_pseudogene
51643	-	PLXND1	ENSG00000004399	protein_coding
372	-	FP236240.4	ENSG00000280346	processed_pseudogene
3379	-	AC068491.4	ENSG00000279191	TEC
341	+	AC091805.1	ENSG00000240328	processed_pseudogene
81	+	MIR8056	ENSG00000274994	miRNA
103	-	RNU6-101P	ENSG00000222255	snRNA
1266	+	MT1CP	ENSG00000205360	transcribed_unprocessed_pseudogene
252534	+	AC008691.1	ENSG00000249738	antisense_RNA
6535	+	AC012513.1	ENSG00000231092	antisense_RNA
273	+	HMGN2P13	ENSG00000241810	processed_pseudogene
11526	+	AC124242.1	ENSG00000245281	antisense_RNA
17168	+	AC139530.2	ENSG00000262660	protein_coding
297	-	KDM5DP1	ENSG00000277438	processed_pseudogene
266	-	AC013267.1	ENSG00000237953	processed_pseudogene
92193	+	LBH	ENSG00000213626	protein_coding
169278	+	HTT	ENSG00000197386	protein_coding
28523	-	NAA38	ENSG00000183011	protein_coding
365	-	AC005730.3	ENSG00000266126	sense_intronic
1223	+	AC092810.1	ENSG00000224540	processed_pseudogene
784	-	AC117503.2	ENSG00000255839	lincRNA
173633	-	AC113386.1	ENSG00000254138	antisense_RNA
1871	+	AC005162.2	ENSG00000233517	antisense_RNA
233	-	BX323845.2	ENSG00000226110	processed_pseudogene
28488	-	HPF1	ENSG00000056050	protein_coding
294	-	RN7SL849P	ENSG00000243115	misc_RNA
213	-	RPL38P4	ENSG00000250562	processed_pseudogene
56	+	MIR548AR	ENSG00000264539	miRNA
19657	-	AP001001.2	ENSG00000254580	lincRNA
41386	-	AIPL1	ENSG00000129221	protein_coding
2839	+	AC007953.1	ENSG00000225790	lincRNA
251511	+	AL603840.1	ENSG00000234810	lincRNA
11181	-	PACRG-AS2	ENSG00000225437	antisense_RNA
198	+	AL391987.6	ENSG00000277624	processed_pseudogene
122902	-	AL513323.1	ENSG00000228560	antisense_RNA
1176	-	KRTAP1-5	ENSG00000221852	protein_coding
58442	-	ZNF850	ENSG00000267041	protein_coding
1125	-	AP000436.1	ENSG00000270775	processed_pseudogene
10706	-	ALX3	ENSG00000156150	protein_coding
495	-	TPT1P10	ENSG00000180221	processed_pseudogene
472	-	AL008729.2	ENSG00000272379	lincRNA
435	-	AL353093.1	ENSG00000237936	processed_pseudogene
4099	+	PPP4R1-AS1	ENSG00000263627	lincRNA
541	+	TRBV7-6	ENSG00000211727	TR_V_gene
1075	+	EI24P2	ENSG00000236257	processed_pseudogene
33949	-	QRICH2	ENSG00000129646	protein_coding
721	-	PIGFP3	ENSG00000227592	processed_pseudogene
660	-	SAMD11P1	ENSG00000262480	processed_pseudogene
1812	+	KRT18P13	ENSG00000214417	processed_pseudogene
175670	+	PPP1R1C	ENSG00000150722	protein_coding
2007	-	AC005692.1	ENSG00000204990	lincRNA
14531	-	MTX3	ENSG00000177034	protein_coding
590	-	AL451065.1	ENSG00000223446	antisense_RNA
29327	-	THSD1	ENSG00000136114	protein_coding
510	-	AC039056.2	ENSG00000278493	sense_intronic
54	+	snoZ6	ENSG00000266692	snoRNA
23587	-	EXOC7	ENSG00000182473	protein_coding
5567	-	AP000281.2	ENSG00000232360	antisense_RNA
10557	-	BCL2A1	ENSG00000140379	protein_coding
75198	+	TBC1D22B	ENSG00000065491	protein_coding
47961	+	ZFHX2-AS1	ENSG00000157306	processed_transcript
1568	+	AC093525.10	ENSG00000280402	TEC
4604	+	SNCG	ENSG00000173267	protein_coding
101	-	Y_RNA	ENSG00000199705	misc_RNA
788	+	AC112907.2	ENSG00000231982	unprocessed_pseudogene
8002	-	MMP3	ENSG00000149968	protein_coding
137	-	AL590099.1	ENSG00000276958	unprocessed_pseudogene
64746	+	LINC02261	ENSG00000249699	lincRNA
792	+	AC104596.2	ENSG00000251300	processed_pseudogene
66	-	SNORD64	ENSG00000212161	snoRNA
85696	-	RNF152	ENSG00000176641	protein_coding
9952	-	PRSS57	ENSG00000185198	protein_coding
131	-	SNORA69	ENSG00000206622	snoRNA
513	-	E2F6P4	ENSG00000231513	processed_pseudogene
1675	+	AC007012.2	ENSG00000278975	TEC
19817	-	PRKRA	ENSG00000180228	protein_coding
1083	-	AL353651.2	ENSG00000282898	lincRNA
10650	-	TWF2	ENSG00000247596	protein_coding
11969	-	EIF4A3	ENSG00000141543	protein_coding
5537	-	SLC7A3	ENSG00000165349	protein_coding
460	+	TRBV21-1	ENSG00000251578	TR_V_pseudogene
90	+	AC068724.3	ENSG00000281269	pseudogene
282	+	RN7SL813P	ENSG00000241074	misc_RNA
6993	-	ALG1L13P	ENSG00000253981	transcribed_unprocessed_pseudogene
1664	+	AC244394.1	ENSG00000225603	processed_pseudogene
538	+	AC148477.9	ENSG00000280150	TEC
40405	-	AC111152.2	ENSG00000259647	lincRNA
21064	+	PGD	ENSG00000142657	protein_coding
101	+	Y_RNA	ENSG00000199222	misc_RNA
60700	+	LINC00558	ENSG00000261517	lincRNA
1229	-	AL158212.2	ENSG00000233547	antisense_RNA
802	+	GAPDHP55	ENSG00000224055	processed_pseudogene
84	+	MIR4285	ENSG00000264675	miRNA
558	+	IGKV3D-7	ENSG00000228325	IG_V_gene
696	-	AC022809.1	ENSG00000265984	lincRNA
17335	+	SERPING1	ENSG00000149131	protein_coding
16754	+	AC138646.1	ENSG00000253659	lincRNA
190	-	KRTAP19-9P	ENSG00000237841	unprocessed_pseudogene
282	-	AC009779.1	ENSG00000257384	processed_pseudogene
4948	-	TSTA3	ENSG00000104522	protein_coding
312	-	NENFP3	ENSG00000248462	processed_pseudogene
515	+	BNIP3P7	ENSG00000270496	processed_pseudogene
147936	+	INPP5D	ENSG00000168918	protein_coding
641	+	EIF4EP1	ENSG00000233578	processed_pseudogene
77136	+	SMIM8	ENSG00000111850	protein_coding
1356	-	AC008760.2	ENSG00000276980	sense_intronic
106	-	RNA5SP331	ENSG00000201856	rRNA
2473	+	C1orf122	ENSG00000197982	protein_coding
720	+	AC124067.1	ENSG00000253388	lincRNA
339	-	NDUFA5P9	ENSG00000220831	processed_pseudogene
4060	+	AC096736.3	ENSG00000251511	lincRNA
554	-	AP003066.2	ENSG00000255376	processed_pseudogene
79	+	MIR1911	ENSG00000222715	miRNA
24559	+	AC092168.2	ENSG00000232034	sense_intronic
13715	-	PCBP4	ENSG00000090097	protein_coding
101	-	Y_RNA	ENSG00000200332	misc_RNA
22632	-	SHE	ENSG00000169291	protein_coding
186	+	RPS28P1	ENSG00000270912	processed_pseudogene
1625	-	AP005210.1	ENSG00000263797	antisense_RNA
3270	+	NPS	ENSG00000214285	protein_coding
1023	+	AC073621.2	ENSG00000227158	processed_pseudogene
356	-	AL445466.1	ENSG00000226211	processed_pseudogene
2612	+	RTL4	ENSG00000187823	protein_coding
18187	+	HGS	ENSG00000185359	protein_coding
94	-	Y_RNA	ENSG00000277604	misc_RNA
134	+	JPX_1	ENSG00000274430	misc_RNA
975	+	OR7E96P	ENSG00000227013	unprocessed_pseudogene
62009	+	DNAJC24	ENSG00000170946	protein_coding
657	-	AC027796.2	ENSG00000262248	processed_pseudogene
88724	-	PSTPIP2	ENSG00000152229	protein_coding
810	+	AC023512.1	ENSG00000256211	processed_pseudogene
1426	+	AC019349.1	ENSG00000229732	antisense_RNA
1496	+	AC124944.2	ENSG00000231443	processed_pseudogene
2378	-	AC124067.4	ENSG00000254290	lincRNA
5621	+	B3GNT7	ENSG00000156966	protein_coding
429	-	AC025260.1	ENSG00000258271	processed_pseudogene
811	+	RPL21P12	ENSG00000259535	processed_pseudogene
915	-	AC010768.3	ENSG00000255106	processed_pseudogene
47524	+	AC064807.1	ENSG00000228801	antisense_RNA
1950	-	BX005040.1	ENSG00000275676	lincRNA
19354	-	CDC42SE1	ENSG00000197622	protein_coding
257	-	AC007312.1	ENSG00000224946	processed_pseudogene
4545	+	RASL11B	ENSG00000128045	protein_coding
7115	+	C19orf66	ENSG00000130813	protein_coding
1280	-	AC032019.2	ENSG00000265935	lincRNA
9345	+	LINC01719	ENSG00000233396	lincRNA
311	+	PDCD5P2	ENSG00000251107	processed_pseudogene
2340	-	EGFLAM-AS1	ENSG00000249491	antisense_RNA
25530	-	NPTXR	ENSG00000221890	protein_coding
924	-	OR4C9P	ENSG00000254925	unprocessed_pseudogene
23480	+	LINC02125	ENSG00000250514	lincRNA
88	+	VTRNA1-2	ENSG00000202111	misc_RNA
910	-	OR4D12P	ENSG00000198787	unprocessed_pseudogene
3370	+	CHAC1	ENSG00000128965	protein_coding
4702	+	AC090505.2	ENSG00000238031	lincRNA
97	+	RNU6-65P	ENSG00000252141	snRNA
396	-	AL035422.1	ENSG00000234557	processed_pseudogene
49023	+	AL807740.1	ENSG00000283400	lincRNA
77	-	MIR96	ENSG00000199158	miRNA
12334	-	TBXA2R	ENSG00000006638	protein_coding
3689	-	AC104984.3	ENSG00000265739	antisense_RNA
332	-	ELOCP5	ENSG00000271123	processed_pseudogene
88	+	MIR30C1	ENSG00000207962	miRNA
1047	+	PEX12P1	ENSG00000215418	processed_pseudogene
1274	-	AC217774.1	ENSG00000265547	lincRNA
1081	-	ACTG1P16	ENSG00000260298	transcribed_processed_pseudogene
131	+	SNORA36	ENSG00000200294	snoRNA
3411	-	AC048344.1	ENSG00000257530	antisense_RNA
43185	+	MUC5AC	ENSG00000215182	protein_coding
66856	+	AKR1C3	ENSG00000196139	protein_coding
12159	+	AL450322.2	ENSG00000229672	antisense_RNA
4834	-	AL356299.2	ENSG00000272945	sense_intronic
3029	+	AL137786.1	ENSG00000258702	lincRNA
109039	-	UACA	ENSG00000137831	protein_coding
111759	-	NUDCD3	ENSG00000015676	protein_coding
1427568	+	RBMS3	ENSG00000144642	protein_coding
2379	+	JHDM1D-AS1	ENSG00000260231	antisense_RNA
1110	+	AC090819.1	ENSG00000253107	processed_pseudogene
346	+	MTND3P23	ENSG00000238288	unprocessed_pseudogene
184368	-	ST8SIA1	ENSG00000111728	protein_coding
11225	+	SIGLEC7	ENSG00000168995	protein_coding
299	+	RN7SL814P	ENSG00000244326	misc_RNA
910891	-	TRPM3	ENSG00000083067	protein_coding
7466	+	EHD4-AS1	ENSG00000259883	antisense_RNA
12510	-	AC092634.5	ENSG00000236299	lincRNA
314	-	AC129492.5	ENSG00000271002	processed_pseudogene
10684	+	AL033379.1	ENSG00000224384	antisense_RNA
12605	+	CU639417.2	ENSG00000275993	protein_coding
290	+	RN7SL43P	ENSG00000275878	misc_RNA
279	-	HIGD1AP11	ENSG00000227644	processed_pseudogene
165749	+	TAF4B	ENSG00000141384	protein_coding
3433	+	AL049748.1	ENSG00000228587	lincRNA
17111	+	AC018716.2	ENSG00000255267	lincRNA
187075	-	PRKDC	ENSG00000253729	protein_coding
63430	+	AC012413.1	ENSG00000253664	antisense_RNA
13251	-	KCNE1B	ENSG00000276289	protein_coding
54168	-	AC069114.1	ENSG00000265995	lincRNA
1513	+	AC126365.1	ENSG00000264215	lincRNA
27201	+	AC098484.3	ENSG00000283580	protein_coding
38237	-	KDELR2	ENSG00000136240	protein_coding
52754	+	ENO4	ENSG00000188316	protein_coding
92690	-	UBE2W	ENSG00000104343	protein_coding
324	+	RN7SKP224	ENSG00000201010	misc_RNA
84172	+	DNAH1	ENSG00000114841	protein_coding
98	-	IGHVIII-5-1	ENSG00000253387	IG_V_pseudogene
110	-	Y_RNA	ENSG00000199424	misc_RNA
12739	-	MMP13	ENSG00000137745	protein_coding
6963	-	UNC93B4	ENSG00000250381	unprocessed_pseudogene
19705	+	ZNF444	ENSG00000167685	protein_coding
11186	+	ZNF502	ENSG00000196653	protein_coding
587	-	AKR1B1P3	ENSG00000213785	processed_pseudogene
23028	-	FLG	ENSG00000143631	protein_coding
55056	-	ZMAT3	ENSG00000172667	protein_coding
43886	-	MYEF2	ENSG00000104177	protein_coding
55025	-	PDXDC2P	ENSG00000255185	transcribed_unprocessed_pseudogene
120759	-	ATP2B1	ENSG00000070961	protein_coding
396	-	AL133173.1	ENSG00000227679	processed_pseudogene
36406	+	CLEC19A	ENSG00000261210	protein_coding
5573	+	STBD1	ENSG00000118804	protein_coding
6211	-	AC069444.1	ENSG00000239994	antisense_RNA
4073	-	PTCSC2	ENSG00000236130	lincRNA
343	+	AL603764.2	ENSG00000283328	unprocessed_pseudogene
7268	+	AP001496.1	ENSG00000264254	lincRNA
473	-	AP002812.1	ENSG00000241782	processed_pseudogene
28954	+	SMIM11B	ENSG00000273590	protein_coding
82773	+	C1S	ENSG00000182326	protein_coding
67	+	MT-TG	ENSG00000210164	Mt_tRNA
315371	-	GNAQ	ENSG00000156052	protein_coding
4219	+	C10orf91	ENSG00000180066	lincRNA
8832	-	FAM41C	ENSG00000230368	lincRNA
231043	+	KIF2A	ENSG00000068796	protein_coding
29414	-	OGFOD3	ENSG00000181396	protein_coding
106	-	RNU6-348P	ENSG00000207114	snRNA
111889	-	PGBD5	ENSG00000177614	protein_coding
2213	+	WASIR2	ENSG00000231439	lincRNA
43064	-	ADA2	ENSG00000093072	protein_coding
71	+	SNORD114-21	ENSG00000272344	snoRNA
7037	+	UAP1L1	ENSG00000197355	protein_coding
51743	+	AC080013.1	ENSG00000240207	antisense_RNA
1734	+	PES1P2	ENSG00000229268	processed_pseudogene
1191	-	RBM17P4	ENSG00000259585	processed_pseudogene
38287	-	XKR3	ENSG00000172967	protein_coding
72845	-	FAP	ENSG00000078098	protein_coding
1511	+	AL357093.1	ENSG00000258699	antisense_RNA
74	+	SNORD5	ENSG00000238854	snoRNA
442	+	CHCHD2P1	ENSG00000226902	processed_pseudogene
102042	+	PLEKHA8	ENSG00000106086	protein_coding
6200	+	DPY19L2P4	ENSG00000235436	transcribed_unprocessed_pseudogene
132672	+	ZC3H12B	ENSG00000102053	protein_coding
309	+	AC092349.1	ENSG00000248803	processed_pseudogene
943	-	KRT8P2	ENSG00000258828	processed_pseudogene
980	-	AC005076.1	ENSG00000224046	antisense_RNA
942	-	FRG2GP	ENSG00000260291	unprocessed_pseudogene
10156	+	ZNF749	ENSG00000186230	protein_coding
523207	-	AL390334.1	ENSG00000258932	transcribed_processed_pseudogene
29427	-	PLIN3	ENSG00000105355	protein_coding
3765	+	CU638689.2	ENSG00000279728	unprocessed_pseudogene
55204	+	P2RX7	ENSG00000089041	protein_coding
1077	+	AL356118.1	ENSG00000282864	TEC
292	+	RN7SKP139	ENSG00000222343	misc_RNA
3667	-	AC090692.1	ENSG00000254919	antisense_RNA
38019	+	AC010655.4	ENSG00000273184	processed_transcript
18689	-	KLRK1	ENSG00000213809	protein_coding
25846	-	AC106707.1	ENSG00000243150	antisense_RNA
221174	-	AC005062.1	ENSG00000243004	sense_overlapping
1086	+	AC016144.1	ENSG00000257680	processed_pseudogene
293	-	RN7SL636P	ENSG00000244376	misc_RNA
7878	-	FAM197Y7	ENSG00000228383	transcribed_unprocessed_pseudogene
114717	+	BACE2	ENSG00000182240	protein_coding
38160	+	CDH5	ENSG00000179776	protein_coding
381	+	AC104763.2	ENSG00000271626	processed_pseudogene
141212	+	MSN	ENSG00000147065	protein_coding
289	-	RN7SL263P	ENSG00000240160	misc_RNA
148	-	RNU4-18P	ENSG00000252560	snRNA
703	-	AC064836.1	ENSG00000226261	processed_pseudogene
1044	-	AL117329.2	ENSG00000232897	processed_pseudogene
74	+	AC090498.1	ENSG00000279483	processed_pseudogene
72	-	MIR3926-1	ENSG00000266206	miRNA
64	+	MIR1252	ENSG00000221788	miRNA
4733	-	KBTBD7	ENSG00000120696	protein_coding
1476	+	AC027141.1	ENSG00000266296	processed_pseudogene
103	+	AC025279.3	ENSG00000278078	unprocessed_pseudogene
894	-	AC012182.1	ENSG00000261151	processed_pseudogene
28691	-	CS	ENSG00000062485	protein_coding
112	-	RNA5SP237	ENSG00000222346	rRNA
2891	-	S100A7L2	ENSG00000197364	protein_coding
13789	+	KLHL36	ENSG00000135686	protein_coding
327	-	RN7SKP142	ENSG00000223168	misc_RNA
3912	-	PGLYRP1	ENSG00000008438	protein_coding
9119	-	LINC02121	ENSG00000250529	lincRNA
5093	+	HOXC10	ENSG00000180818	protein_coding
10326	+	AL034550.2	ENSG00000277301	antisense_RNA
116086	-	AC112493.1	ENSG00000242021	lincRNA
13658	-	ATG12	ENSG00000145782	protein_coding
17100	-	Z98884.1	ENSG00000236266	antisense_RNA
15252	+	PTBP1	ENSG00000011304	protein_coding
118429	+	SDC2	ENSG00000169439	protein_coding
1953	+	C17orf74	ENSG00000184560	protein_coding
30975	+	AC099509.2	ENSG00000250158	lincRNA
12487	-	AC092894.1	ENSG00000243081	lincRNA
807	+	PHBP1	ENSG00000213091	processed_pseudogene
1175	+	KRTAP5-10	ENSG00000204572	protein_coding
35309	-	MED24	ENSG00000008838	protein_coding
341	+	FAM27E4	ENSG00000204805	processed_pseudogene
6059	+	OR2A25	ENSG00000221933	protein_coding
209488	+	AC096577.1	ENSG00000248373	lincRNA
32187	+	LY9	ENSG00000122224	protein_coding
501	-	IGHV1-2	ENSG00000211934	IG_V_gene
49719	-	EFTUD2	ENSG00000108883	protein_coding
4284	+	AC022167.3	ENSG00000260979	lincRNA
71	+	SNORD113-9	ENSG00000201950	snoRNA
313	-	CXCL1P1	ENSG00000250339	processed_pseudogene
735	-	AC120053.1	ENSG00000271971	antisense_RNA
17934	-	LEMD2	ENSG00000161904	protein_coding
50579	+	GRHL1	ENSG00000134317	protein_coding
3949	-	LINC02166	ENSG00000260259	lincRNA
922	+	OR6C5P	ENSG00000230307	unprocessed_pseudogene
298	-	RN7SL3	ENSG00000278771	misc_RNA
15787	-	AC087241.3	ENSG00000257023	antisense_RNA
12892	-	STC1	ENSG00000159167	protein_coding
255	-	AL512605.2	ENSG00000267085	processed_pseudogene
18777	-	ZNF488	ENSG00000265763	protein_coding
41511	-	PEX1	ENSG00000127980	protein_coding
122356	-	DENND2A	ENSG00000146966	protein_coding
3581	-	AL161896.1	ENSG00000269599	antisense_RNA
1979	-	TMCC1P1	ENSG00000253318	processed_pseudogene
315	+	RN7SKP268	ENSG00000223039	misc_RNA
879	+	AC009101.2	ENSG00000260187	transcribed_processed_pseudogene
95	+	RNU6-553P	ENSG00000200917	snRNA
8638	-	AL157756.1	ENSG00000254718	antisense_RNA
355003	-	AKT3	ENSG00000117020	protein_coding
325764	-	PRR4	ENSG00000111215	protein_coding
37994	-	SULT4A1	ENSG00000130540	protein_coding
399	-	AC073583.1	ENSG00000228550	processed_pseudogene
52814	+	MYCBP2-AS1	ENSG00000236051	processed_transcript
9493	-	AC066612.2	ENSG00000259385	antisense_RNA
26887	+	PDIA3	ENSG00000167004	protein_coding
75198	+	BFSP2	ENSG00000170819	protein_coding
76135	+	PIWIL4	ENSG00000134627	protein_coding
407	+	RPS17P2	ENSG00000197575	processed_pseudogene
3546	-	AL049836.1	ENSG00000258919	lincRNA
992	-	GAPDHP50	ENSG00000241861	processed_pseudogene
296	-	RN7SL55P	ENSG00000243227	misc_RNA
4972	+	OR2T1	ENSG00000175143	protein_coding
17486	-	ZNF518B	ENSG00000178163	protein_coding
9815	+	REREP1Y	ENSG00000225189	unprocessed_pseudogene
9005	-	AC107918.4	ENSG00000284610	transcribed_unprocessed_pseudogene
158	-	AC073325.2	ENSG00000226999	processed_pseudogene
605	-	GPX1P1	ENSG00000197582	processed_pseudogene
152	+	RNA5-8SN5	ENSG00000278233	rRNA
500	-	AC022882.1	ENSG00000213604	processed_pseudogene
288	+	RN7SL424P	ENSG00000244034	misc_RNA
3828	-	AL356019.2	ENSG00000258768	lincRNA
32020	+	MTRR	ENSG00000124275	protein_coding
132074	-	CCDC88A	ENSG00000115355	protein_coding
347	-	RPL30P13	ENSG00000229014	processed_pseudogene
650	-	AC091429.1	ENSG00000242477	processed_pseudogene
317	-	RPL10P12	ENSG00000234040	processed_pseudogene
139667	+	PIAS1	ENSG00000033800	protein_coding
245660	+	INPP5A	ENSG00000068383	protein_coding
3528	-	AC011840.1	ENSG00000231421	processed_transcript
480	-	BOD1P2	ENSG00000215368	processed_pseudogene
567	+	PLA2G12AP1	ENSG00000224680	processed_pseudogene
103	+	RNU6-527P	ENSG00000200295	snRNA
101	-	RNU6-1041P	ENSG00000252063	snRNA
61	-	MIR4483	ENSG00000283656	miRNA
2385	-	RANBP20P	ENSG00000259144	processed_pseudogene
459	+	IGLVIV-66-1	ENSG00000253874	IG_V_pseudogene
298	-	RN7SL47P	ENSG00000244710	misc_RNA
3649	-	TNRC18P1	ENSG00000249661	processed_pseudogene
13522	-	LYZL4	ENSG00000157093	protein_coding
11175	-	MVD	ENSG00000167508	protein_coding
384	-	RPS15AP6	ENSG00000233072	processed_pseudogene
876	+	AL596275.1	ENSG00000234080	processed_pseudogene
94	-	RNU6-150P	ENSG00000252046	snRNA
788	-	AC106047.2	ENSG00000248340	processed_pseudogene
270	+	AL451062.2	ENSG00000233674	processed_pseudogene
7836	+	AL161725.2	ENSG00000228115	sense_intronic
89	-	SNORD14B	ENSG00000201403	snoRNA
3124	+	AL390730.2	ENSG00000238022	antisense_RNA
14575	+	DHRS4L1	ENSG00000225766	processed_transcript
6208	+	HCG27	ENSG00000206344	lincRNA
64207	-	SERPINE2	ENSG00000135919	protein_coding
133	-	SNORA27	ENSG00000201807	snoRNA
388	+	AL731547.1	ENSG00000228860	processed_pseudogene
7292	+	LINC00319	ENSG00000188660	lincRNA
17887	-	XRCC3	ENSG00000126215	protein_coding
238	-	AL357080.1	ENSG00000275138	processed_pseudogene
56	+	HOTTIP_1	ENSG00000276609	misc_RNA
5115	-	ALKBH6	ENSG00000239382	protein_coding
14310	+	RNF40	ENSG00000103549	protein_coding
6434	-	THEM5	ENSG00000196407	protein_coding
417	-	AL596276.1	ENSG00000227062	processed_pseudogene
73	-	MIR885	ENSG00000216135	miRNA
87	+	MIR145	ENSG00000276365	miRNA
6619	+	AP002490.1	ENSG00000251143	antisense_RNA
89741	-	NRDC	ENSG00000078618	protein_coding
257	+	AC074198.2	ENSG00000251162	processed_pseudogene
162	-	AC104819.2	ENSG00000250350	unprocessed_pseudogene
522	+	AC106872.4	ENSG00000248229	processed_pseudogene
2797	+	AL078581.2	ENSG00000235168	lincRNA
3793	-	ACVR2B-AS1	ENSG00000229589	antisense_RNA
111	+	RNU6-618P	ENSG00000200388	snRNA
34963	+	OTULIN	ENSG00000154124	protein_coding
9538	+	AL157396.1	ENSG00000280660	sense_intronic
55306	+	LINC02471	ENSG00000223914	lincRNA
22	-	IGHD5-12	ENSG00000211921	IG_D_gene
27843	-	JAG2	ENSG00000184916	protein_coding
282386	-	MYCBP2	ENSG00000005810	protein_coding
18754	-	LINC00237	ENSG00000225127	lincRNA
333	-	TRMT112P5	ENSG00000250161	processed_pseudogene
390	-	AC012360.2	ENSG00000272861	lincRNA
99	+	RNU6-408P	ENSG00000251719	snRNA
2022	+	AC117529.1	ENSG00000250017	processed_pseudogene
4182	-	AC002064.2	ENSG00000234459	antisense_RNA
1500	-	VCX3A	ENSG00000169059	protein_coding
2260	-	TCEAL6	ENSG00000204071	protein_coding
8849	-	AC011481.2	ENSG00000267282	antisense_RNA
84	+	MIR5708	ENSG00000265588	miRNA
43298	-	TCF3	ENSG00000071564	protein_coding
106	+	RNU6-1019P	ENSG00000201294	snRNA
75	+	MIR3151	ENSG00000265657	miRNA
105	+	RNU6-1115P	ENSG00000199360	snRNA
12787	-	KCNE3	ENSG00000175538	protein_coding
1649	-	KRTAP24-1	ENSG00000188694	protein_coding
101	-	Y_RNA	ENSG00000200847	misc_RNA
849	+	VDAC3P1	ENSG00000271198	processed_pseudogene
945	-	ST13P14	ENSG00000240959	processed_pseudogene
284	+	AC234779.1	ENSG00000227779	processed_pseudogene
40089	+	TRAF2	ENSG00000127191	protein_coding
7725	+	FLJ36000	ENSG00000276399	lincRNA
14241	-	STX19	ENSG00000178750	protein_coding
213	+	AC108059.3	ENSG00000234044	processed_pseudogene
137	+	RNU4-52P	ENSG00000206936	snRNA
119085	-	LINC01501	ENSG00000229613	lincRNA
621	-	LDHAP5	ENSG00000213574	processed_pseudogene
4705	-	DLX5	ENSG00000105880	protein_coding
238	+	U3	ENSG00000221496	snoRNA
9391	-	AC006581.1	ENSG00000257105	antisense_RNA
516	+	KATNBL1P5	ENSG00000271108	processed_pseudogene
300	-	AC087441.1	ENSG00000224555	processed_pseudogene
77	-	MIR1286	ENSG00000221039	miRNA
10969	-	HMMR-AS1	ENSG00000251018	antisense_RNA
3424	-	AC018521.6	ENSG00000266601	antisense_RNA
31399	-	AC073342.1	ENSG00000231840	antisense_RNA
307	-	AC004938.1	ENSG00000225443	processed_pseudogene
1868	-	OR12D3	ENSG00000112462	protein_coding
70915	-	FMNL3	ENSG00000161791	protein_coding
3145	+	KANSL1-AS1	ENSG00000214401	antisense_RNA
36323	+	CRKL	ENSG00000099942	protein_coding
67002	+	PSMG2	ENSG00000128789	protein_coding
735	+	AC022034.4	ENSG00000254204	lincRNA
2785	+	LIME1	ENSG00000203896	protein_coding
453	+	AC106795.5	ENSG00000280207	lincRNA
36638	-	FAM95C	ENSG00000283486	protein_coding
3221	-	AL365181.3	ENSG00000272405	antisense_RNA
117	+	RNA5SP360	ENSG00000252364	rRNA
7528	-	AC100767.2	ENSG00000271491	processed_pseudogene
59685	+	LINC00592	ENSG00000258279	lincRNA
508	+	AC244196.1	ENSG00000274752	TR_V_gene
85441	-	GNPTAB	ENSG00000111670	protein_coding
259	+	Metazoa_SRP	ENSG00000273549	misc_RNA
1448	-	AP000925.1	ENSG00000235286	processed_pseudogene
517	-	AC245052.1	ENSG00000223660	lincRNA
557	+	AC018450.2	ENSG00000243733	lincRNA
